Latitude (decimal degrees):	50.888
Longitude (decimal degrees):	20.608
Elevation (m):	278
Radiation database:	PVGIS-SARAH2


Slope: 42 deg. (optimum)
Azimuth: -7 deg. (optimum)
time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20200610:0310,0.0,3.2,0.1,5.2,14.09,1.38,0.0
20200610:0410,0.0,13.93,0.41,13.75,14.46,1.1,0.0
20200610:0510,0.0,43.54,1.29,22.91,15.5,1.03,0.0
20200610:0610,0.92,148.95,4.42,32.34,16.39,0.76,0.0
20200610:0710,1.03,178.58,5.3,41.67,15.73,2.41,0.0
20200610:0810,3.25,236.29,7.04,50.37,16.09,2.14,0.0
20200610:0910,6.62,277.63,8.33,57.52,16.58,2.0,0.0
20200610:1010,0.0,182.85,5.4,61.67,17.87,1.59,0.0
20200610:1110,6.47,286.29,8.59,61.35,19.75,1.66,0.0
20200610:1210,6.2,274.02,8.23,56.69,20.81,1.72,0.0
20200610:1310,6.7,249.6,7.53,49.25,21.29,2.21,0.0
20200610:1410,1.67,189.9,5.66,40.43,21.76,2.76,0.0
20200610:1510,1.89,151.48,4.55,31.06,21.72,2.76,0.0
20200610:1610,0.25,98.29,2.93,21.64,21.49,2.28,0.0
20200610:1710,0.0,32.84,1.05,12.55,21.1,2.21,0.0
20200610:1810,0.0,19.22,0.62,4.11,20.09,2.69,0.0
20200610:1910,0.0,0.0,0.0,0.0,17.73,1.59,0.0
20200610:2010,0.0,0.0,0.0,0.0,16.77,1.1,0.0
20200610:2110,0.0,0.0,0.0,0.0,16.87,0.41,0.0
20200610:2210,0.0,0.0,0.0,0.0,16.75,0.21,0.0
20200610:2310,0.0,0.0,0.0,0.0,16.27,0.41,0.0
20200611:0010,0.0,0.0,0.0,0.0,15.5,0.76,0.0
20200611:0110,0.0,0.0,0.0,0.0,13.64,1.59,0.0
20200611:0210,0.0,0.0,0.0,0.0,12.73,1.86,0.0
20200611:0310,0.0,3.2,0.1,5.23,12.54,1.52,0.0
20200611:0410,0.0,16.54,0.49,13.78,14.37,1.31,0.0
20200611:0510,0.69,105.36,3.14,22.93,15.39,1.79,0.0
20200611:0610,144.42,213.95,10.03,32.37,16.52,1.79,0.0
20200611:0710,99.47,289.16,10.67,41.7,17.65,1.79,0.0
20200611:0810,124.29,343.66,12.6,50.4,19.02,1.31,0.0
20200611:0910,357.31,357.51,17.61,57.57,20.45,1.03,0.0
20200611:1010,395.21,368.7,18.74,61.74,21.65,1.31,0.0
20200611:1110,639.14,255.26,21.49,61.43,22.73,1.45,0.0
20200611:1210,650.06,195.12,21.03,56.78,23.56,1.17,0.0
20200611:1310,496.14,195.86,18.43,49.34,24.3,1.17,0.0
20200611:1410,116.79,272.42,11.41,40.52,24.83,1.86,0.0
20200611:1510,47.27,206.07,8.05,31.14,24.86,2.28,0.0
20200611:1610,0.0,73.14,2.16,21.73,24.5,2.28,0.0
20200611:1710,0.0,19.22,0.62,12.64,23.34,2.48,0.0
20200611:1810,0.0,4.81,0.15,4.19,21.3,3.66,0.0
20200611:1910,0.0,0.0,0.0,0.0,19.89,2.0,0.0
20200611:2010,0.0,0.0,0.0,0.0,19.15,1.93,0.0
20200611:2110,0.0,0.0,0.0,0.0,18.57,1.93,0.0
20200611:2210,0.0,0.0,0.0,0.0,18.03,1.86,0.0
20200611:2310,0.0,0.0,0.0,0.0,17.64,1.86,0.0
20200612:0010,0.0,0.0,0.0,0.0,17.18,1.93,0.0
20200612:0110,0.0,0.0,0.0,0.0,16.78,2.14,0.0
20200612:0210,0.0,0.0,0.0,0.0,16.6,2.34,0.0
20200612:0310,0.0,3.2,0.1,5.26,16.59,2.62,0.0
20200612:0410,0.9,72.99,2.37,13.8,17.53,2.48,0.0
20200612:0510,62.89,144.67,6.63,22.95,19.42,2.9,0.0
20200612:0610,296.47,142.22,12.16,32.38,21.52,3.52,0.0
20200612:0710,334.86,234.78,14.5,41.72,20.42,3.03,0.0
20200612:0810,250.46,333.38,14.88,50.43,22.24,3.52,0.0
20200612:0910,396.62,341.67,18.02,57.61,23.89,3.93,0.0
20200612:1010,458.67,343.75,19.43,61.79,25.4,4.41,0.0
20200612:1110,746.32,189.21,22.37,61.5,26.22,3.93,0.0
20200612:1210,799.08,95.81,22.26,56.86,26.66,3.86,0.0
20200612:1310,594.19,129.74,19.33,49.42,26.95,3.86,0.0
20200612:1410,394.37,132.39,15.84,40.6,27.02,4.07,0.0
20200612:1510,210.55,108.32,11.95,31.22,26.19,4.07,0.0
20200612:1610,48.54,76.78,7.84,21.81,24.63,2.83,0.0
20200612:1710,0.0,59.27,1.9,12.72,23.53,0.34,0.0
20200612:1810,0.0,19.22,0.62,4.27,22.44,1.52,0.0
20200612:1910,0.0,0.0,0.0,0.0,21.33,2.69,0.0
20200612:2010,0.0,0.0,0.0,0.0,20.91,2.07,0.0
20200612:2110,0.0,0.0,0.0,0.0,20.48,2.41,0.0
20200612:2210,0.0,0.0,0.0,0.0,20.15,3.03,0.0
20200612:2310,0.0,0.0,0.0,0.0,19.96,3.31,0.0
20200613:0010,0.0,0.0,0.0,0.0,19.64,3.52,0.0
20200613:0110,0.0,0.0,0.0,0.0,19.07,3.52,0.0
20200613:0210,0.0,0.0,0.0,0.0,18.51,3.45,0.0
20200613:0310,0.0,6.41,0.21,5.28,18.11,3.1,0.0
20200613:0410,4.9,78.68,3.52,13.82,18.71,2.69,0.0
20200613:0510,143.77,99.81,8.41,22.96,20.32,2.62,0.0
20200613:0610,319.6,131.09,12.52,32.39,21.99,3.1,0.0
20200613:0710,489.86,158.4,16.27,41.73,23.69,2.83,0.0
20200613:0810,657.84,162.68,19.59,50.45,25.38,3.17,0.0
20200613:0910,747.42,179.13,21.7,57.64,26.86,3.86,0.0
20200613:1010,836.39,154.13,23.19,61.85,27.85,4.41,0.0
20200613:1110,714.59,213.76,22.24,61.57,28.36,4.76,0.0
20200613:1210,665.63,188.11,21.26,56.93,27.66,4.28,0.0
20200613:1310,406.72,247.56,17.48,49.49,27.15,3.79,0.0
20200613:1410,365.04,156.47,15.6,40.67,26.02,3.93,0.0
20200613:1510,199.88,120.56,11.88,31.3,25.31,4.28,0.0
20200613:1610,53.4,70.09,8.12,21.88,24.82,4.34,0.0
20200613:1710,0.0,52.07,1.67,12.79,24.01,4.48,0.0
20200613:1810,0.0,20.03,0.64,4.35,22.0,4.21,0.0
20200613:1910,0.0,0.0,0.0,0.0,22.47,4.0,0.0
20200613:2010,0.0,0.0,0.0,0.0,21.48,4.48,0.0
20200613:2110,0.0,0.0,0.0,0.0,20.64,4.41,0.0
20200613:2210,0.0,0.0,0.0,0.0,20.06,4.34,0.0
20200613:2310,0.0,0.0,0.0,0.0,19.46,4.28,0.0
20200614:0010,0.0,0.0,0.0,0.0,18.78,4.07,0.0
20200614:0110,0.0,0.0,0.0,0.0,17.89,4.14,0.0
20200614:0210,0.0,0.0,0.0,0.0,17.09,4.55,0.0
20200614:0310,0.0,4.01,0.13,5.3,16.49,4.48,0.0
20200614:0410,0.0,13.93,0.41,13.83,16.31,4.28,0.0
20200614:0510,0.0,34.83,1.03,22.97,16.44,4.28,0.0
20200614:0610,1.82,152.49,4.55,32.4,17.17,4.9,0.0
20200614:0710,0.0,175.89,5.19,41.74,17.19,4.97,0.0
20200614:0810,0.0,136.7,4.04,50.46,17.19,4.62,0.0
20200614:0910,0.0,148.89,4.4,57.67,17.91,4.9,0.0
20200614:1010,0.0,109.71,3.24,61.89,18.52,4.9,0.0
20200614:1110,0.0,151.51,4.47,61.63,18.71,4.76,0.0
20200614:1210,0.0,202.88,5.99,57.0,19.17,4.9,0.0
20200614:1310,1.91,222.18,6.61,49.57,19.41,4.76,0.0
20200614:1410,0.0,174.15,5.14,40.74,19.27,4.34,0.0
20200614:1510,0.0,121.9,3.6,31.37,19.4,4.0,0.0
20200614:1610,0.51,106.02,3.19,21.95,19.06,3.79,0.0
20200614:1710,0.0,64.08,2.06,12.86,18.75,3.79,0.0
20200614:1810,0.0,18.42,0.59,4.42,18.05,2.97,0.0
20200614:1910,0.0,0.0,0.0,0.0,16.44,2.62,0.0
20200614:2010,0.0,0.0,0.0,0.0,15.88,2.48,0.0
20200614:2110,0.0,0.0,0.0,0.0,15.52,2.21,0.0
20200614:2210,0.0,0.0,0.0,0.0,15.28,2.07,0.0
20200614:2310,0.0,0.0,0.0,0.0,14.72,1.93,0.0
20200615:0010,0.0,0.0,0.0,0.0,14.41,2.0,0.0
20200615:0110,0.0,0.0,0.0,0.0,14.29,2.0,0.0
20200615:0210,0.0,0.0,0.0,0.0,13.96,1.93,0.0
20200615:0310,0.0,4.01,0.13,5.31,13.75,1.93,0.0
20200615:0410,0.0,16.54,0.49,13.83,14.22,1.93,0.0
20200615:0510,1.35,108.84,3.26,22.97,15.07,2.55,0.0
20200615:0610,344.87,121.66,13.01,32.4,15.71,3.1,0.0
20200615:0710,352.02,237.7,15.01,41.74,17.05,2.9,0.0
20200615:0810,38.75,313.28,10.03,50.47,17.94,2.83,0.0
20200615:0910,217.63,392.2,15.76,57.69,18.78,2.9,0.0
20200615:1010,192.09,411.77,15.84,61.93,19.33,2.69,0.0
20200615:1110,187.04,409.25,15.78,61.68,19.79,2.69,0.0
