Latitude (decimal degrees):	52.238
Longitude (decimal degrees):	20.998
Elevation (m):	114
Radiation database:	PVGIS-SARAH2


Slope: 41 deg. (optimum)
Azimuth: -8 deg. (optimum)
time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20200407:1710,0.0,0.0,0.0,0.0,15.61,2.55,0.0
20200407:1810,0.0,0.0,0.0,0.0,13.5,2.55,0.0
20200407:1910,0.0,0.0,0.0,0.0,13.1,2.48,0.0
20200407:2010,0.0,0.0,0.0,0.0,11.58,2.62,0.0
20200407:2110,0.0,0.0,0.0,0.0,10.87,3.45,0.0
20200407:2210,0.0,0.0,0.0,0.0,9.95,3.52,0.0
20200407:2310,0.0,0.0,0.0,0.0,8.8,2.83,0.0
20200408:0010,0.0,0.0,0.0,0.0,7.67,2.14,0.0
20200408:0110,0.0,0.0,0.0,0.0,6.53,1.86,0.0
20200408:0210,0.0,0.0,0.0,0.0,5.2,1.86,0.0
20200408:0310,0.0,0.0,0.0,0.0,4.01,1.86,0.0
20200408:0410,0.0,0.0,0.0,0.0,3.1,1.86,0.0
20200408:0510,140.28,59.34,3.85,10.7,3.56,1.38,0.0
20200408:0610,352.05,100.14,8.05,19.78,6.95,0.97,0.0
20200408:0710,555.12,132.1,12.0,28.35,9.72,1.31,0.0
20200408:0810,726.81,151.05,15.3,35.85,11.68,1.17,0.0
20200408:0910,849.96,159.43,17.73,41.55,13.5,0.9,0.0
20200408:1010,854.76,185.77,18.65,44.63,14.93,0.62,0.0
20200408:1110,829.15,183.72,18.6,44.48,16.01,0.48,0.0
20200408:1210,775.29,150.58,17.55,41.13,16.81,0.62,0.0
