Latitude (decimal degrees):	51.260
Longitude (decimal degrees):	22.544
Elevation (m):	200
Radiation database:	PVGIS-SARAH2


Slope: 42 deg. (optimum)
Azimuth: -5 deg. (optimum)
time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20201031:0810,495.56,154.82,7.71,19.47,6.59,2.0,0.0
20201031:0910,565.13,179.7,9.39,23.29,7.67,2.21,0.0
20201031:1010,87.86,193.09,6.15,24.69,8.71,2.69,0.0
20201031:1110,63.46,174.71,5.51,23.49,9.33,3.24,0.0
20201031:1210,132.97,168.72,5.61,19.84,9.45,3.45,0.0
20201031:1310,0.0,15.66,0.47,14.14,9.29,3.66,0.0
20201031:1410,0.0,11.31,0.34,6.86,8.77,2.9,0.0
20201031:1510,0.0,0.0,0.0,0.0,8.37,2.55,0.0
20201031:1610,0.0,0.0,0.0,0.0,8.09,2.14,0.0
20201031:1710,0.0,0.0,0.0,0.0,7.88,1.79,0.0
20201031:1810,0.0,0.0,0.0,0.0,7.68,1.59,0.0
20201031:1910,0.0,0.0,0.0,0.0,7.09,1.52,0.0
20201031:2010,0.0,0.0,0.0,0.0,6.97,1.17,0.0
20201031:2110,0.0,0.0,0.0,0.0,6.96,0.9,0.0
20201031:2210,0.0,0.0,0.0,0.0,6.85,0.69,0.0
20201031:2310,0.0,0.0,0.0,0.0,6.81,0.41,0.0
20201101:0010,0.0,0.0,0.0,0.0,6.59,0.41,0.0
20201101:0110,0.0,0.0,0.0,0.0,6.16,0.55,0.0
20201101:0210,0.0,0.0,0.0,0.0,6.09,0.69,0.0
20201101:0310,0.0,0.0,0.0,0.0,6.06,0.83,0.0
20201101:0410,0.0,0.0,0.0,0.0,6.05,0.76,0.0
20201101:0510,0.0,0.0,0.0,0.0,6.16,0.76,0.0
20201101:0610,18.42,33.28,0.98,5.98,6.2,0.83,0.0
20201101:0710,60.98,102.65,3.15,13.34,6.39,0.76,0.0
20201101:0810,64.27,145.91,4.55,19.17,6.96,1.1,0.0
20201101:0910,48.17,165.12,5.12,22.98,7.46,1.17,0.0
20201101:1010,128.66,206.32,6.7,24.37,7.78,1.24,0.0
20201101:1110,473.19,198.69,9.05,23.17,8.19,1.38,0.0
20201101:1210,438.04,161.27,7.71,19.54,8.69,1.38,0.0
20201101:1310,251.15,124.8,4.86,13.85,8.69,1.38,0.0
20201101:1410,75.82,53.86,1.68,6.59,8.48,1.38,0.0
20201101:1510,0.0,0.0,0.0,0.0,7.56,1.59,0.0
20201101:1610,0.0,0.0,0.0,0.0,6.4,1.86,0.0
20201101:1710,0.0,0.0,0.0,0.0,5.95,2.0,0.0
20201101:1810,0.0,0.0,0.0,0.0,5.57,2.14,0.0
20201101:1910,0.0,0.0,0.0,0.0,5.69,2.0,0.0
20201101:2010,0.0,0.0,0.0,0.0,5.58,2.0,0.0
20201101:2110,0.0,0.0,0.0,0.0,5.7,2.07,0.0
20201101:2210,0.0,0.0,0.0,0.0,5.83,2.21,0.0
20201101:2310,0.0,0.0,0.0,0.0,6.05,2.14,0.0
20201102:0010,0.0,0.0,0.0,0.0,6.51,2.07,0.0
20201102:0110,0.0,0.0,0.0,0.0,6.77,2.0,0.0
20201102:0210,0.0,0.0,0.0,0.0,6.76,2.07,0.0
20201102:0310,0.0,0.0,0.0,0.0,6.74,2.07,0.0
20201102:0410,0.0,0.0,0.0,0.0,6.82,2.14,0.0
20201102:0510,0.0,0.0,0.0,0.0,6.77,2.28,0.0
20201102:0610,9.61,26.67,0.8,5.71,7.0,2.28,0.0
20201102:0710,38.45,86.83,2.66,13.05,7.48,2.14,0.0
20201102:0810,2.5,85.66,2.56,18.86,8.64,2.55,0.0
20201102:0910,0.0,93.96,2.79,22.66,9.9,2.76,0.0
20201102:1010,4.48,119.07,3.57,24.05,10.83,2.97,0.0
20201102:1110,53.62,160.66,5.04,22.86,11.5,2.97,0.0
20201102:1210,0.0,73.08,2.17,19.24,11.85,2.76,0.0
20201102:1310,0.0,31.32,0.93,13.57,11.86,2.62,0.0
20201102:1410,0.0,11.31,0.34,6.33,11.53,2.76,0.0
20201102:1510,0.0,0.0,0.0,0.0,11.16,2.83,0.0
20201102:1610,0.0,0.0,0.0,0.0,10.84,2.83,0.0
20201102:1710,0.0,0.0,0.0,0.0,10.58,2.83,0.0
20201102:1810,0.0,0.0,0.0,0.0,10.46,2.83,0.0
20201102:1910,0.0,0.0,0.0,0.0,10.11,2.55,0.0
20201102:2010,0.0,0.0,0.0,0.0,10.07,2.62,0.0
20201102:2110,0.0,0.0,0.0,0.0,10.21,2.62,0.0
20201102:2210,0.0,0.0,0.0,0.0,10.35,2.48,0.0
20201102:2310,0.0,0.0,0.0,0.0,10.54,2.48,0.0
20201103:0010,0.0,0.0,0.0,0.0,10.82,2.48,0.0
20201103:0110,0.0,0.0,0.0,0.0,11.1,2.41,0.0
20201103:0210,0.0,0.0,0.0,0.0,11.41,2.28,0.0
20201103:0310,0.0,0.0,0.0,0.0,11.75,2.14,0.0
20201103:0410,0.0,0.0,0.0,0.0,11.99,2.07,0.0
20201103:0510,0.0,0.0,0.0,0.0,12.22,2.07,0.0
20201103:0610,45.21,35.35,1.06,5.44,12.19,2.14,0.0
20201103:0710,69.31,96.17,2.97,12.77,12.47,2.14,0.0
20201103:0810,238.37,165.61,5.82,18.56,13.3,2.21,0.0
20201103:0910,39.83,149.65,4.63,22.35,14.55,2.48,0.0
20201103:1010,2.26,109.1,3.26,23.73,15.46,2.34,0.0
20201103:1110,38.38,150.06,4.65,22.55,16.51,2.69,0.0
20201103:1210,11.69,104.84,3.18,18.94,16.88,2.55,0.0
20201103:1310,0.0,53.94,1.6,13.29,16.69,2.14,0.0
20201103:1410,7.44,30.08,0.9,6.06,16.11,1.86,0.0
20201103:1510,0.0,0.0,0.0,0.0,15.44,1.72,0.0
20201103:1610,0.0,0.0,0.0,0.0,14.85,1.72,0.0
20201103:1710,0.0,0.0,0.0,0.0,14.54,1.66,0.0
20201103:1810,0.0,0.0,0.0,0.0,14.24,1.66,0.0
20201103:1910,0.0,0.0,0.0,0.0,13.63,2.21,0.0
20201103:2010,0.0,0.0,0.0,0.0,13.29,2.21,0.0
20201103:2110,0.0,0.0,0.0,0.0,12.81,2.21,0.0
20201103:2210,0.0,0.0,0.0,0.0,12.35,2.0,0.0
20201103:2310,0.0,0.0,0.0,0.0,11.9,1.72,0.0
20201104:0010,0.0,0.0,0.0,0.0,11.57,1.52,0.0
20201104:0110,0.0,0.0,0.0,0.0,11.3,1.31,0.0
20201104:0210,0.0,0.0,0.0,0.0,11.2,1.24,0.0
20201104:0310,0.0,0.0,0.0,0.0,10.89,1.24,0.0
20201104:0410,0.0,0.0,0.0,0.0,10.71,1.03,0.0
20201104:0510,0.0,0.0,0.0,0.0,10.73,0.9,0.0
20201104:0610,0.0,8.7,0.26,5.18,10.69,0.76,0.0
20201104:0710,0.0,45.24,1.34,12.49,11.53,0.34,0.0
20201104:0810,0.0,36.54,1.09,18.27,11.7,0.69,0.0
20201104:0910,0.0,36.54,1.09,22.04,11.66,1.31,0.0
20201104:1010,0.0,46.11,1.37,23.42,11.59,1.59,0.0
20201104:1110,0.0,32.19,0.96,22.24,11.09,2.34,0.0
20201104:1210,0.0,21.75,0.65,18.65,10.62,2.9,0.0
20201104:1310,0.0,33.06,0.98,13.01,10.23,3.31,0.0
20201104:1410,0.0,12.18,0.36,5.81,9.83,3.1,0.0
